,username,caption,caption_hashtags,tagged_users,tagged_users_full,likes,comments,is_ad,caption_is_edited,location,accessibility_caption,date,type,id,shortcode,sponsor_user,country,size,year,setting,caption_sentences,sent_len,sent_urls,caption_clean,caption_text,language,has_sponsored_hashtags,annotations,business_model,date_dt,dt_ordinal,dt_year_mon,caption_text_symbols,has_sponsored_keywords,has_disclosures,keyword_tfidf,keyword_keybert,captions_task,caption_task,label,baseline
175,alexandralouise__,"Mediocre love is for those who deny themselves depth of emotion, the key to which is sensuality.",[],"['inspo_junkie', 'discover.greece', 'blondesandcookies', 'inspo_goalzz']","['Alexa', 'DiscoverGreece.com', 'Blondesandcookies', 'Inspiration']",17990,511,False,False,Míkonos,"Photo by Alexandra Cane in Míkonos with @inspo_junkie, @discover.greece, @blondesandcookies, and @inspo_goalzz. Image may contain: 1 person","23/06/2018, 17:57:22",GraphImage,1808159597900726595,BkX35MCFgFD,[],US,mega,2018,US_mega,"['Mediocre love is for those who deny themselves depth of emotion, the key to which is sensuality.']",1,[[]],"Mediocre love is for those who deny themselves depth of emotion, the key to which is sensuality.",mediocre love is for those who deny themselves depth of emotion the key to which is sensuality,en,False,{'Not Sponsored': 3},Not Sponsored,2018-06-23 17:57:22,736868,2018/06,mediocre love is for those who deny themselves depth of emotion the key to which is sensuality,False,False,"['mediocre love' 'is sensuality' 'who deny' 'which is sensuality'
 'those who deny']","['emotion key sensuality', 'mediocre love deny', 'love deny depth', 'mediocre love', 'key sensuality']","Mediocre love is for those who deny themselves depth of emotion, the key to which is sensuality.","Mediocre love is for those who deny themselves depth of emotion, the key to which is sensuality.",False,False
176,jessetyler,Saw my friend (and former roommate) @montegoglover in the very wonderful “All The Natalie Portmans” at @mcctheater last night. She’s a 💫!,[],"['mcctheater', 'montegoglover']","['MCC Theater', 'Montego Glover']",22086,54,False,False,,,"08/03/2020, 17:53:00",GraphSidecar,2260447652884192974,B9euSn3hx7O,[],US,mega,2020,US_mega,"['Saw my friend (and former roommate) @montegoglover in the very wonderful “All The Natalie Portmans” at @mcctheater last night.', 'She’s a 💫!']",2,"[[], []]",Saw my friend (and former roommate) @montegoglover in the very wonderful “All The Natalie Portmans” at @mcctheater last night. She’s a 💫!,saw my friend and former roommate in the very wonderful all the natalie portmans at last night she s a,en,False,{'Not Sponsored': 3},Not Sponsored,2020-03-08 17:53:00,737492,2020/03,saw my friend and former roommate @montegoglover in the very wonderful all the natalie portmans at @mcctheater last night she s a,False,False,"['natalie portmans' 'natalie portmans at' 'wonderful all'
 'very wonderful all' 'the very wonderful']","['roommate wonderful natalie', 'natalie portmans night', 'wonderful natalie portmans', 'saw friend roommate', 'natalie portmans']",Saw my friend (and former roommate) @montegoglover in the very wonderful “All The Natalie Portmans” at @mcctheater last night. She’s a 💫!,Saw my friend (and former roommate) @montegoglover in the very wonderful “All The Natalie Portmans” at @mcctheater last night. She’s a 💫!,False,False
177,jessetyler,Bette Davis is alive and well at Tea in Provincetown. @thejinkx has got it covered.,[],['thejinkx'],['Jinkx Monsoon'],17435,80,False,False,Boatslip Resort,Photo by Jesse Tyler Ferguson in Boatslip Resort with @thejinkx. Image may contain: 4 people,"01/09/2018, 01:19:17",GraphImage,1858391548115298674,BnKVURPACly,[],US,mega,2018,US_mega,"['Bette Davis is alive and well at Tea in Provincetown.', '@thejinkx has got it covered.']",2,"[[], []]",Bette Davis is alive and well at Tea in Provincetown. @thejinkx has got it covered.,bette davis is alive and well at tea in provincetown has got it covered,en,False,{'Not Sponsored': 2},Not Sponsored,2018-09-01 01:19:17,736938,2018/09,bette davis is alive and well at tea in provincetown @thejinkx has got it covered,False,False,"['well at tea' 'bette davis' 'provincetown has' 'in provincetown has'
 'provincetown has got']","['alive tea provincetown', 'davis alive tea', 'alive tea', 'bette davis alive', 'davis alive']",Bette Davis is alive and well at Tea in Provincetown. @thejinkx has got it covered.,Bette Davis is alive and well at Tea in Provincetown. @thejinkx has got it covered.,False,False
178,jessetyler,I have known birthday boy #gavincreel for a long time. Here are the receipts. Happy birthday Gavin! ❤️ you!!!!,['#gavincreel'],[],[],25093,110,False,False,,"Photo by Jesse Tyler Ferguson on April 18, 2018. Image may contain: 2 people","18/04/2018, 21:15:00",GraphImage,1760423865975940626,BhuSC3RnaYS,[],US,mega,2018,US_mega,"['I have known birthday boy #gavincreel for a long time.', 'Here are the receipts.', 'Happy birthday Gavin!', '❤️ you!!!', '!']",5,"[[], [], [], [], []]",I have known birthday boy for a long time. Here are the receipts. Happy birthday Gavin! ❤️ you!!!!,i have known birthday boy for a long time here are the receipts happy birthday gavin you,en,False,{'Not Sponsored': 3},Not Sponsored,2018-04-18 21:15:00,736802,2018/04,i have known birthday boy #gavincreel for a long time here are the receipts happy birthday gavin you,False,False,"['happy birthday gavin' 'boy for long' 'receipts happy birthday'
 'receipts happy' 'known birthday boy']","['receipts happy birthday', 'happy birthday gavin', 'birthday gavin', 'known birthday boy', 'receipts happy']",I have known birthday boy #gavincreel for a long time. Here are the receipts. Happy birthday Gavin! ❤️ you!!!!,I have known birthday boy #gavincreel for a long time. Here are the receipts. Happy birthday Gavin! ❤️ you!!!!,False,False
179,jessetyler,A highlight from last weekend: An impeccable Thanksgiving dinner prepared for us by @enriqueolveraf. Thank you Enrique & Allegra for your hospitality & for opening up your home to us rowdy Americans! I’ll never forget that stuffing! 😘,[],"['caseycaplowe', 'enriqueolveraf', 'justinmikita', 'sarahcarey1', 'ellenmariebennett']","['Casey Caplowe', 'Enrique Olvera', 'Justin Mikita', 'Sarah Carey', 'Hedley & Bennett']",13443,32,False,True,"Mexico City, Mexico","Photo by Jesse Tyler Ferguson in Mexico City, Mexico with @caseycaplowe, @enriqueolveraf, @justinmikita, @sarahcarey1, and @ellenmariebennett. Image may contain: 9 people","28/11/2017, 19:17:59",GraphImage,1658201792948506641,BcDHb7CnJAR,[],US,mega,2017,US_mega,"['A highlight from last weekend: An impeccable Thanksgiving dinner prepared for us by @enriqueolveraf.', 'Thank you Enrique & Allegra for your hospitality & for opening up your home to us rowdy Americans!', 'I’ll never forget that stuffing!', '😘']",4,"[[], [], [], []]",A highlight from last weekend: An impeccable Thanksgiving dinner prepared for us by @enriqueolveraf. Thank you Enrique & Allegra for your hospitality & for opening up your home to us rowdy Americans! I’ll never forget that stuffing! 😘,a highlight from last weekend an impeccable thanksgiving dinner prepared for us by thank you enrique allegra for your hospitality for opening up your home to us rowdy americans i ll never forget that stuffing,en,False,"{'Not Sponsored': 2, 'Barter': 1}",Not Sponsored,2017-11-28 19:17:59,736661,2017/11,a highlight from last weekend an impeccable thanksgiving dinner prepared for us by @enriqueolveraf thank you enrique allegra for your hospitality for opening up your home to us rowdy americans i ll never forget that stuffing,False,False,"['allegra' 'forget that stuffing' 'hospitality for opening'
 'impeccable thanksgiving' 'impeccable thanksgiving dinner']","['impeccable thanksgiving dinner', 'thanksgiving dinner', 'impeccable thanksgiving', 'dinner prepared thank', 'thanksgiving dinner prepared']",A highlight from last weekend: An impeccable Thanksgiving dinner prepared for us by @enriqueolveraf. Thank you Enrique & Allegra for your hospitality & for opening up your home to us rowdy Americans! I’ll never forget that stuffing! 😘,A highlight from last weekend: An impeccable Thanksgiving dinner prepared for us by @enriqueolveraf. Thank you Enrique & Allegra for your hospitality & for opening up your home to us rowdy Americans! I’ll never forget that stuffing! 😘,False,False
180,jessetyler,I don't have any of this guys DNA but I can't let the day pass without wishing him Happy Father's Day! 📸 x @bruglikas,[],[],[],116741,413,False,False,,"Photo by Jesse Tyler Ferguson on June 18, 2017. Image may contain: 2 people","19/06/2017, 00:07:22",GraphImage,1540178804335704125,BVf0HZbA_g9,[],US,mega,2017,US_mega,"[""I don't have any of this guys DNA but I can't let the day pass without wishing him Happy Father's Day!"", '📸 x @bruglikas']",2,"[[], []]",I don't have any of this guys DNA but I can't let the day pass without wishing him Happy Father's Day! 📸 x @bruglikas,i have any of this guys dna but i let the day pass without wishing him happy day x,en,False,{'Not Sponsored': 3},Not Sponsored,2017-06-19 00:07:22,736499,2017/06,i don't have any of this guys dna but i can't let the day pass without wishing him happy father's day x @bruglikas,False,False,"['without wishing him' 'guys dna' 'wishing him happy' 'wishing him'
 'this guys dna']","['day pass wishing', 'wishing happy day', 'happy day', 'guys dna let', 'let day pass']",I don't have any of this guys DNA but I can't let the day pass without wishing him Happy Father's Day! 📸 x @bruglikas,I don't have any of this guys DNA but I can't let the day pass without wishing him Happy Father's Day! 📸 x @bruglikas,False,False
181,jessetyler,"@juliebethtanous &I I have a recipe up today for Romanesco Soup! Basically a fancier version of cauliflower, cuz we fancy like that. 💁🏼 (But seriously you can also just use cauliflower.) Link in my bio! #JulieandJesse",['#JulieandJesse'],[],[],11134,27,False,False,,"Photo by Jesse Tyler Ferguson on April 27, 2017.","27/04/2017, 22:35:29",GraphImage,1502444218944162401,BTZwQ6NAYph,[],US,mega,2017,US_mega,"['@juliebethtanous &I I have a recipe up today for Romanesco Soup!', 'Basically a fancier version of cauliflower, cuz we fancy like that.', '💁🏼 (But seriously you can also just use cauliflower.)', 'Link in my bio!', '#JulieandJesse']",5,"[[], [], [], [], []]","@juliebethtanous &I I have a recipe up today for Romanesco Soup! Basically a fancier version of cauliflower, cuz we fancy like that. 💁🏼 (But seriously you can also just use cauliflower.) Link in my bio!",i i have a recipe up today for romanesco soup basically a fancier version of cauliflower cuz we fancy like that but seriously you can also just use cauliflower link in my bio,en,False,"{'Not Sponsored': 2, 'Direct Sale': 1}",Not Sponsored,2017-04-27 22:35:29,736446,2017/04,@juliebethtanous i i have a recipe up today for romanesco soup basically a fancier version of cauliflower cuz we fancy like that but seriously you can also just use cauliflower link in my bio #julieandjesse,False,False,"['cauliflower' 'fancier version of' 'have recipe up' 'today for romanesco'
 'fancy like that']","['fancier version cauliflower', 'version cauliflower cuz', 'just use cauliflower', 'version cauliflower', 'romanesco soup basically']","@juliebethtanous &I I have a recipe up today for Romanesco Soup! Basically a fancier version of cauliflower, cuz we fancy like that. 💁🏼 (But seriously you can also just use cauliflower.) Link in my bio! #JulieandJesse","@juliebethtanous &I I have a recipe up today for Romanesco Soup! Basically a fancier version of cauliflower, cuz we fancy like that. 💁🏼 (But seriously you can also just use cauliflower.) Link in my bio! #JulieandJesse",False,False
182,chrisjerichofozzy,Check out my show on the @siriusxm RockNRoll Hall of Fame radio Channel 26/310 this weekend! I play some of my favorite bands who have been inducted into the @rockhall over the years...and it rocks!,[],[],[],9481,67,False,False,Rock and Roll Hall of Fame,,"28/02/2020, 17:11:27",GraphSidecar,2253903762178293087,B9HeYeujb1f,[],US,mega,2020,US_mega,"['Check out my show on the @siriusxm RockNRoll Hall of Fame radio Channel 26/310 this weekend!', 'I play some of my favorite bands who have been inducted into the @rockhall over the years...and it rocks!']",2,"[[], []]",Check out my show on the @siriusxm RockNRoll Hall of Fame radio Channel 26/310 this weekend! I play some of my favorite bands who have been inducted into the @rockhall over the years...and it rocks!,check out my show on the rocknroll hall of fame radio channel this weekend i play some of my favorite bands who have been inducted into the over the years and it rocks,en,False,{'Not Sponsored': 2},Not Sponsored,2020-02-28 17:11:27,737483,2020/02,check out my show on the @siriusxm rocknroll hall of fame radio channel this weekend i play some of my favorite bands who have been inducted into the @rockhall over the years and it rocks,False,False,"['radio channel this' 'of fame radio' 'rocknroll' 'the rocknroll hall'
 'have been inducted']","['favorite bands inducted', 'bands inducted years', 'rocknroll hall fame', 'favorite bands', 'play favorite bands']",Check out my show on the @siriusxm RockNRoll Hall of Fame radio Channel 26/310 this weekend! I play some of my favorite bands who have been inducted into the @rockhall over the years...and it rocks!,Check out my show on the @siriusxm RockNRoll Hall of Fame radio Channel 26/310 this weekend! I play some of my favorite bands who have been inducted into the @rockhall over the years...and it rocks!,False,True
183,chrisjerichofozzy,Happy Valentine’s Day to my one and only! I love you @lockon27!! #AllYouNeedIsLove,['#AllYouNeedIsLove'],[],[],32345,191,False,True,Love,"Photo by Chris Jericho in Love. Image may contain: 2 people, wedding and outdoor","14/02/2020, 16:44:42",GraphImage,2243743437688161545,B8jYMTKhEUJ,[],US,mega,2020,US_mega,"['Happy Valentine’s Day to my one and only!', 'I love you @lockon27!!', '#AllYouNeedIsLove']",3,"[[], [], []]",Happy Valentine’s Day to my one and only! I love you @lockon27!!,happy valentine s day to my one and only i love you,en,False,{'Not Sponsored': 2},Not Sponsored,2020-02-14 16:44:42,737469,2020/02,happy valentine s day to my one and only i love you @lockon27 #allyouneedislove,False,False,"['and only love' 'only love you' 'to my one' 'valentine day to'
 'only love']","['valentine day love', 'happy valentine day', 'valentine day', 'happy valentine', 'valentine']",Happy Valentine’s Day to my one and only! I love you @lockon27!! #AllYouNeedIsLove,Happy Valentine’s Day to my one and only! I love you @lockon27!! #AllYouNeedIsLove,False,False
184,chrisjerichofozzy,Another killer #Jerichopumpkin from @manniespumpkinart! Thx to my bro @garyholt_official for the hook up!,['#Jerichopumpkin'],[],[],10071,61,False,False,Pumpkin Patch,"Photo by Chris Jericho in Pumpkin Patch. Image may contain: one or more people, fire and night","31/10/2019, 18:21:44",GraphImage,2166966042340306914,B4SnCJqBy_i,[],US,mega,2019,US_mega,"['Another killer #Jerichopumpkin from @manniespumpkinart!', 'Thx to my bro @garyholt_official for the hook up!']",2,"[[], []]",Another killer from @manniespumpkinart! Thx to my bro @garyholt_official for the hook up!,another killer from thx to my bro for the hook up,en,False,{'Endorsement': 1},Endorsement,2019-10-31 18:21:44,737363,2019/10,another killer #jerichopumpkin from @manniespumpkinart thx to my bro @garyholt_official for the hook up,False,False,"['killer from' 'another killer from' 'killer from thx' 'bro for the'
 'thx to my']","['killer thx bro', 'killer thx', 'bro hook', 'thx bro hook', 'killer']",Another killer #Jerichopumpkin from @manniespumpkinart! Thx to my bro @garyholt_official for the hook up!,Another killer #Jerichopumpkin from @manniespumpkinart! Thx to my bro @garyholt_official for the hook up!,True,True
185,chrisjerichofozzy,"Not only was last night’s @fozzyrock gig a blast onstage, but the party after the show was of EPIC proportions!! One of my favourite nights EVER! Thanks to all friends & family who rocked with us!! #IronMaidenVsFozzy",['#IronMaidenVsFozzy'],"['gabrielroth', 'realeliroth', 'holowatuk', 'lockon27', 'fozzyrock', 'rikakayoconnor', 'paulgargano', 'mshadows_official', 'red_cup_geoff']","['Gabe Roth', 'Eli Roth', 'Chad Holowatuk', 'Jessica Irvine', 'Fozzy Official', '♥ RIKA ♥', 'Paul Gargano', 'M.Shadows', 'Geoff']",13412,98,False,True,"Los Angeles, California",,"15/09/2019, 23:54:13",GraphSidecar,2133763506154498103,B2cppqLB-g3,[],US,mega,2019,US_mega,"['Not only was last night’s @fozzyrock gig a blast onstage, but the party after the show was of EPIC proportions!!', 'One of my favourite nights EVER!', 'Thanks to all friends & family who rocked with us!!', '#IronMaidenVsFozzy']",4,"[[], [], [], []]","Not only was last night’s @fozzyrock gig a blast onstage, but the party after the show was of EPIC proportions!! One of my favourite nights EVER! Thanks to all friends & family who rocked with us!!",not only was last night s gig a blast onstage but the party after the show was of epic proportions one of my favourite nights ever thanks to all friends family who rocked with us,en,False,"{'Endorsement': 1, 'Not Sponsored': 1}",Not Sponsored,2019-09-15 23:54:13,737317,2019/09,not only was last night s @fozzyrock gig a blast onstage but the party after the show was of epic proportions one of my favourite nights ever thanks to all friends family who rocked with us #ironmaidenvsfozzy,False,False,"['to all friends' 'epic proportions one' 'gig blast' 'last night gig'
 'friends family who']","['onstage party epic', 'blast onstage party', 'night gig blast', 'gig blast onstage', 'onstage party']","Not only was last night’s @fozzyrock gig a blast onstage, but the party after the show was of EPIC proportions!! One of my favourite nights EVER! Thanks to all friends & family who rocked with us!! #IronMaidenVsFozzy","Not only was last night’s @fozzyrock gig a blast onstage, but the party after the show was of EPIC proportions!! One of my favourite nights EVER! Thanks to all friends & family who rocked with us!! #IronMaidenVsFozzy",False,False
186,chrisjerichofozzy,Stoked to announce that @fozzyrock #NowhereToRun is the NUMBER ONE most played song on @sxmoctane this week!! Thanks to everybody who listened and checked out the video on @youtube... this is just the beginning!! And we will see you tomorrow at @crystalbayclub in #FozzyLakeTahoe! (Graphic by @97abdulmalik),"['#NowhereToRun', '#FozzyLakeTahoe!']","['josemangin', 'sony', 'fozzyrock', 'sxmoctane']","['Jose Mangin', 'Sony', 'Fozzy Official', 'SiriusXM Octane']",7087,83,False,True,SiriusXM Octane,"Photo by Chris Jericho in SiriusXM Octane with @josemangin, @sony, @fozzyrock, and @sxmoctane. Image may contain: one or more people and text","10/09/2019, 22:33:48",GraphImage,2130099156927450386,B2PoeXBBQ0S,[],US,mega,2019,US_mega,"['Stoked to announce that @fozzyrock #NowhereToRun is the NUMBER ONE most played song on @sxmoctane this week!!', 'Thanks to everybody who listened and checked out the video on @youtube... this is just the beginning!!', 'And we will see you tomorrow at @crystalbayclub in #FozzyLakeTahoe!', '(Graphic by @97abdulmalik)']",4,"[[], [], [], []]",Stoked to announce that @fozzyrock is the NUMBER ONE most played song on @sxmoctane this week!! Thanks to everybody who listened and checked out the video on @youtube... this is just the beginning!! And we will see you tomorrow at @crystalbayclub in (Graphic by @97abdulmalik),stoked to announce that is the number one most played song on this week thanks to everybody who listened and checked out the video on this is just the beginning and we will see you tomorrow at in graphic by,en,False,"{'Endorsement': 1, 'Not Sponsored': 1}",Not Sponsored,2019-09-10 22:33:48,737312,2019/09,stoked to announce that @fozzyrock #nowheretorun is the number one most played song on @sxmoctane this week thanks to everybody who listened and checked out the video on @youtube this is just the beginning and we will see you tomorrow at @crystalbayclub in #fozzylaketahoe graphic by @97abdulmalik,False,False,"['and checked out' 'listened and checked' 'tomorrow at in'
 'most played song' 'at in graphic']","['played song week', 'number played song', 'song week', 'played song', 'song week thanks']",Stoked to announce that @fozzyrock #NowhereToRun is the NUMBER ONE most played song on @sxmoctane this week!! Thanks to everybody who listened and checked out the video on @youtube... this is just the beginning!! And we will see you tomorrow at @crystalbayclub in #FozzyLakeTahoe! (Graphic by @97abdulmalik),Stoked to announce that @fozzyrock #NowhereToRun is the NUMBER ONE most played song on @sxmoctane this week!! Thanks to everybody who listened and checked out the video on @youtube... this is just the beginning!! And we will see you tomorrow at @crystalbayclub in #FozzyLakeTahoe! (Graphic by @97abdulmalik),False,True
187,chrisjerichofozzy,Three weeks until I once again shock the world.... @allelitewrestling #AllOut #PainmakerVsHangman,"['#AllOut', '#PainmakerVsHangman']","['hangmanadampage', 'allelitewrestling', 'aewontnt']","['Hangman Page', 'All Elite Wrestling', 'AEW on TNT']",11497,101,False,False,Sears Centre Arena,"Photo by Chris Jericho in Sears Centre Arena with @hangmanadampage, @allelitewrestling, and @aewontnt. Image may contain: sky, cloud and outdoor","09/08/2019, 22:31:27",GraphImage,2106905147497387360,B09OxGcBhVg,[],US,mega,2019,US_mega,['Three weeks until I once again shock the world.... @allelitewrestling #AllOut #PainmakerVsHangman'],1,[[]],Three weeks until I once again shock the world.... @allelitewrestling,three weeks until i once again shock the world,en,False,"{'Not Sponsored': 1, 'Direct Sale': 1, 'Endorsement': 1}",Endorsement,2019-08-09 22:31:27,737280,2019/08,three weeks until i once again shock the world @allelitewrestling #allout #painmakervshangman,False,False,"['weeks until once' 'until once' 'again shock the' 'once again shock'
 'again shock']","['weeks shock world', 'weeks shock', 'shock world', 'weeks', 'shock']",Three weeks until I once again shock the world.... @allelitewrestling #AllOut #PainmakerVsHangman,Three weeks until I once again shock the world.... @allelitewrestling #AllOut #PainmakerVsHangman,True,True
188,chrisjerichofozzy,And we round out the #RockNWrestlingRagerPartDeux official line up w #HeadBartender @red_cup_geoff!! Book your cabin NOW at ChrisJerichocruise.com and have the BEST vacation ever! Hope you enjoy the lineup as we’ve announced everybody...OR HAVE WE? #April8 @jericho_cruise,"['#RockNWrestlingRagerPartDeux', '#HeadBartender', '#April8']","['sxmliveloud', 'red_cup_geoff', 'jericho_cruise']","['Sixthman | LIVE LOUD.', 'Geoff', 'Chris Jericho Cruise']",2808,29,False,True,"Winnipeg, Manitoba","Photo by Chris Jericho in Winnipeg, Manitoba with @sxmliveloud, @red_cup_geoff, and @jericho_cruise. Image may contain: 1 person, possible text that says 'JANUARY 20- 24 2020 CHRIS JERICHO'S NASSAU, BAHAMAS MIAMI TO ROCK N WRESTLING RAGER PART DEUX: AT SEA SECOND WAVE BhueB HEAD BARTENDER 0OOOC RED CUP GEOFF 0000 ACW LOUDWIRE WRESTLING. MUSIC. COMEDY & MORE! ALL ON THE OPEN OCEAN! CHRISJERICHOCRUISE.COM #JERICHOCRUISE'","06/04/2019, 01:07:56",GraphImage,2015662169001392518,Bv5EhAyhXmG,[],US,mega,2019,US_mega,"['And we round out the #RockNWrestlingRagerPartDeux official line up w #HeadBartender @red_cup_geoff!!', 'Book your cabin NOW at ChrisJerichocruise.com and have the BEST vacation ever!', 'Hope you enjoy the lineup as we’ve announced everybody...OR HAVE WE?', '#April8 @jericho_cruise']",4,"[[], [], [], []]",And we round out the official line up w @red_cup_geoff!! Book your cabin NOW at ChrisJerichocruise.com and have the BEST vacation ever! Hope you enjoy the lineup as we’ve announced everybody...OR HAVE WE? @jericho_cruise,and we round out the official line up w book your cabin now at and have the best vacation ever hope you enjoy the lineup as we ve announced everybody or have we,en,False,{'Endorsement': 1},Endorsement,2019-04-06 01:07:56,737155,2019/04,and we round out the #rocknwrestlingragerpartdeux official line up w #headbartender @red_cup_geoff book your cabin now at chrisjerichocruise.com and have the best vacation ever hope you enjoy the lineup as we ve announced everybody or have we #april8 @jericho_cruise,False,False,"['lineup as' 've announced' 'official line up' 'lineup as we'
 'line up book']","['cabin best vacation', 'cabin best', 'best vacation', 'best vacation hope', 'enjoy lineup']",And we round out the #RockNWrestlingRagerPartDeux official line up w #HeadBartender @red_cup_geoff!! Book your cabin NOW at ChrisJerichocruise.com and have the BEST vacation ever! Hope you enjoy the lineup as we’ve announced everybody...OR HAVE WE? #April8 @jericho_cruise,And we round out the #RockNWrestlingRagerPartDeux official line up w #HeadBartender @red_cup_geoff!! Book your cabin NOW at ChrisJerichocruise.com and have the BEST vacation ever! Hope you enjoy the lineup as we’ve announced everybody...OR HAVE WE? #April8 @jericho_cruise,True,True
189,chrisjerichofozzy,"It’s the BEST review of 2018 on #TalkIsJericho NOW! @mikeportnoy & @charbenante join me to discuss #Mandy, @starisbornmovie, @bohemianrhapsodymovie, @terrifiermovieofficial, @halloweenmovie, @cobrakaiseries, @_haunting, #bandersnatch, @realdonaldtrump, @thebandghost, @gretavanfleet, @thebeatles 50th #WhiteAlbum boxset & the losses of @burt_reynolds_official, @vinniepaul3, #fasteddieclark, #edking and more on @spotify, @applepodcasts & @itunes NOW! @westwoodone (graphic by @97abdulmalik)","['#TalkIsJericho', '#Mandy,', '#bandersnatch,', '#WhiteAlbum', '#fasteddieclark,', '#edking']","['mikeportnoy', 'charbenante', 'officialqueenmusic']","['Mike Portnoy', 'Charlie Benante', 'Queen']",5446,36,False,True,"Los Angeles, California","Photo by Chris Jericho in Los Angeles, California with @mikeportnoy, @charbenante, and @officialqueenmusic. Image may contain: 5 people","21/01/2019, 09:59:35",GraphImage,1961601769512823256,Bs5AmqWlunY,[],US,mega,2019,US_mega,"['It’s the BEST review of 2018 on #TalkIsJericho NOW!', '@mikeportnoy & @charbenante join me to discuss #Mandy, @starisbornmovie, @bohemianrhapsodymovie, @terrifiermovieofficial, @halloweenmovie, @cobrakaiseries, @_haunting, #bandersnatch, @realdonaldtrump, @thebandghost, @gretavanfleet, @thebeatles 50th #WhiteAlbum boxset & the losses of @burt_reynolds_official, @vinniepaul3, #fasteddieclark, #edking and more on @spotify, @applepodcasts & @itunes NOW!', '@westwoodone (graphic by @97abdulmalik)']",3,"[[], [], []]","It’s the BEST review of 2018 on NOW! @mikeportnoy & @charbenante join me to discuss @starisbornmovie, @bohemianrhapsodymovie, @terrifiermovieofficial, @halloweenmovie, @cobrakaiseries, @_haunting, @realdonaldtrump, @thebandghost, @gretavanfleet, @thebeatles 50th boxset & the losses of @burt_reynolds_official, @vinniepaul3, and more on @spotify, @applepodcasts & @itunes NOW! @westwoodone (graphic by @97abdulmalik)",it s the best review of 2018 on now join me to discuss 50th boxset the losses of and more on now graphic by,en,False,"{'Not Sponsored': 1, 'Direct Sale': 1}",Not Sponsored,2019-01-21 09:59:35,737080,2019/01,it s the best review of on #talkisjericho now @mikeportnoy @charbenante join me to discuss #mandy @starisbornmovie @bohemianrhapsodymovie @terrifiermovieofficial @halloweenmovie @cobrakaiseries @_haunting #bandersnatch @realdonaldtrump @thebandghost @gretavanfleet @thebeatles 50th #whitealbum boxset the losses of @burt_reynolds_official @vinniepaul3 #fasteddieclark #edking and more on @spotify @applepodcasts @itunes now @westwoodone graphic by @97abdulmalik,False,False,"['on now' 'to discuss 50th' 'best review of' 'losses of and'
 'review of 2018']","['50th boxset losses', 'best review 2018', 'boxset losses', 'boxset losses graphic', 'losses graphic']","It’s the BEST review of 2018 on #TalkIsJericho NOW! @mikeportnoy & @charbenante join me to discuss #Mandy, @starisbornmovie, @bohemianrhapsodymovie, @terrifiermovieofficial, @halloweenmovie, @cobrakaiseries, @_haunting, #bandersnatch, @realdonaldtrump, @thebandghost, @gretavanfleet, @thebeatles 50th #WhiteAlbum boxset & the losses of @burt_reynolds_official, @vinniepaul3, #fasteddieclark, #edking and more on @spotify, @applepodcasts & @itunes NOW! @westwoodone (graphic by @97abdulmalik)","It’s the BEST review of 2018 on #TalkIsJericho NOW! @mikeportnoy & @charbenante join me to discuss #Mandy, @starisbornmovie, @bohemianrhapsodymovie, @terrifiermovieofficial, @halloweenmovie, @cobrakaiseries, @_haunting, #bandersnatch, @realdonaldtrump, @thebandghost, @gretavanfleet, @thebeatles 50th #WhiteAlbum boxset & the losses of @burt_reynolds_official, @vinniepaul3, #fasteddieclark, #edking and more on @spotify, @applepodcasts & @itunes NOW! @westwoodone (graphic by @97abdulmalik)",False,True
190,chrisjerichofozzy,Ready for #JerichoVsNaito2... #WrestleKingdom13 (jacket by @katelomaxart & tights by @kyllacustomrockwear),"['#JerichoVsNaito2...', '#WrestleKingdom13']",[],[],111731,979,False,False,東京ドームシティ Tokyo Dome City,,"04/01/2019, 10:37:01",GraphSidecar,1949299427887103716,BsNTYB4FT7k,[],US,mega,2019,US_mega,['Ready for #JerichoVsNaito2... #WrestleKingdom13 (jacket by @katelomaxart & tights by @kyllacustomrockwear)'],1,[[]],Ready for (jacket by @katelomaxart & tights by @kyllacustomrockwear),ready for jacket by tights by,en,False,"{'Not Sponsored': 1, 'Endorsement': 1, 'Barter': 1}",Endorsement,2019-01-04 10:37:01,737063,2019/01,ready for #jerichovsnaito2 #wrestlekingdom13 jacket by @katelomaxart tights by @kyllacustomrockwear,False,False,"['by tights' 'by tights by' 'for jacket by' 'jacket by tights'
 'ready for jacket']","['ready jacket tights', 'ready jacket', 'jacket tights', 'jacket', 'tights']",Ready for #JerichoVsNaito2... #WrestleKingdom13 (jacket by @katelomaxart & tights by @kyllacustomrockwear),Ready for #JerichoVsNaito2... #WrestleKingdom13 (jacket by @katelomaxart & tights by @kyllacustomrockwear),True,True
